number;id;comments;title;createdAt;closedAt
55;MDU6SXNzdWU5NTA0NDc3;{'totalCount': 2};Interior square-edged background showing during some animations;2012-12-24T19:01:36Z;2013-01-07T16:42:02Z
56;MDU6SXNzdWU5NTA5MDU0;{'totalCount': 2};I created gem.;2012-12-25T08:59:46Z;2013-01-07T22:28:34Z
57;MDU6SXNzdWU5NjA5NzQ2;{'totalCount': 1};pulse effect delay;2013-01-02T05:18:11Z;2013-01-07T16:41:18Z
58;MDU6SXNzdWU5NjgwNDIz;{'totalCount': 0};Can't get animate.css to work;2013-01-04T14:10:44Z;2013-01-04T16:37:21Z
59;MDU6SXNzdWU5Njg2MzIw;{'totalCount': 1};Delay animation until after page has loaded?;2013-01-04T16:37:43Z;2013-01-07T16:37:47Z
60;MDU6SXNzdWU5OTU0NTc3;{'totalCount': 1};rotateOutUpLeft not working in firefox 18.0;2013-01-14T19:40:12Z;2013-08-16T15:42:06Z
61;MDU6SXNzdWUxMDExMDc5MQ==;{'totalCount': 3};I made a Less mixin;2013-01-18T19:48:32Z;2013-01-23T11:24:39Z
63;MDU6SXNzdWUxMDI0MjIxOA==;{'totalCount': 3};Tada and Pulse animations exhibit visual bugs in Chrome 25;2013-01-23T17:31:44Z;2013-02-14T11:09:41Z
64;MDU6SXNzdWUxMDY1NTEzOA==;{'totalCount': 2};Mixed Line endings in web-based build tool;2013-02-05T15:51:59Z;2013-08-16T15:41:07Z
65;MDU6SXNzdWUxMDg5NTAzNA==;{'totalCount': 4};Feature Request: Set Animation Time under Create Custom Build;2013-02-12T04:27:36Z;2013-08-16T15:13:31Z
66;MDU6SXNzdWUxMTQzOTI1OQ==;{'totalCount': 12};White space;2013-02-27T02:28:08Z;2013-11-19T23:50:11Z
67;MDU6SXNzdWUxMTk4OTQ4OQ==;{'totalCount': 1};Does not work on iOS - Background Image;2013-03-13T19:25:59Z;2013-08-16T15:16:02Z
69;MDU6SXNzdWUxMjA4NjAxMQ==;{'totalCount': 1};Update;2013-03-15T23:24:04Z;2013-03-18T19:21:47Z
70;MDU6SXNzdWUxMjEyNzI0Mw==;{'totalCount': 5};-webkit-backface-visibility vs. background-attachment: fixed;2013-03-18T10:17:58Z;2013-11-20T15:55:10Z
71;MDU6SXNzdWUxMjIyNjc4Mw==;{'totalCount': 2};should support choose prefix when build custom css file;2013-03-20T13:29:58Z;2013-03-20T15:15:02Z
72;MDU6SXNzdWUxMjQxNzc3OQ==;{'totalCount': 1};Incorrect vendor prefix in `fadeInDown` from custom build tool;2013-03-25T19:33:27Z;2013-04-09T10:43:28Z
73;MDU6SXNzdWUxMjk1NzU2OA==;{'totalCount': 1};ie9;2013-04-09T06:04:34Z;2013-04-09T10:42:37Z
74;MDU6SXNzdWUxMzkzNTk0Mg==;{'totalCount': 3};animate.css triggers nasty webkit bugs;2013-05-03T14:18:58Z;2013-07-20T19:01:24Z
75;MDU6SXNzdWUxMzk4NjIyNg==;{'totalCount': 4};CDN JS Please;2013-05-06T01:49:22Z;2013-08-16T14:58:59Z
76;MDU6SXNzdWUxNDU0OTI5OQ==;{'totalCount': 2};Android 3.2;2013-05-21T03:29:29Z;2013-07-20T19:01:45Z
77;MDU6SXNzdWUxNDgwNDg1MA==;{'totalCount': 2};Simple way to use Animate.css;2013-05-27T16:54:10Z;2013-07-20T18:55:30Z
78;MDU6SXNzdWUxNTE1MzQwMw==;{'totalCount': 1};bug with select;2013-06-05T04:27:53Z;2013-07-20T18:57:29Z
79;MDU6SXNzdWUxNTE1MzU0Mw==;{'totalCount': 0};bug with select;2013-06-05T04:34:42Z;2013-07-20T18:57:41Z
80;MDU6SXNzdWUxNTQ5NjMwOQ==;{'totalCount': 2};Flip Glitches out in latest Chrome;2013-06-13T09:35:56Z;2013-08-15T21:13:33Z
82;MDU6SXNzdWUxNTkzNDM3Mw==;{'totalCount': 3};I would LOVE to see a version of this compatible with ng-animate in AngularJS;2013-06-24T16:38:47Z;2013-06-27T02:26:48Z
83;MDU6SXNzdWUxNjE3MTk4MQ==;{'totalCount': 8};Start using versions;2013-06-29T07:17:49Z;2013-08-16T14:35:06Z
84;MDU6SXNzdWUxNjI5MTA4NQ==;{'totalCount': 1};Breaks background-attachment: fixed;2013-07-02T22:08:13Z;2013-07-20T18:58:19Z
85;MDU6SXNzdWUxNjkwMDc4Nw==;{'totalCount': 2};Problem in browsers except Chrome.;2013-07-18T02:30:52Z;2013-07-20T23:12:47Z
86;MDU6SXNzdWUxNjk4NTUyOA==;{'totalCount': 5};Naming convention for versioning;2013-07-19T18:32:34Z;2013-08-16T14:38:19Z
89;MDU6SXNzdWUxNzE2NDUwMA==;{'totalCount': 4};fadeOutDown affects background image on Safari desktop;2013-07-24T15:47:22Z;2013-11-20T15:55:46Z
90;MDU6SXNzdWUxNzE4NjY2NA==;{'totalCount': 4};Issue with Element animation if Elements exceeds view port dimensions;2013-07-24T23:25:53Z;2013-08-16T14:41:57Z
93;MDU6SXNzdWUxNzg0NDYzOQ==;{'totalCount': 2};"""animation.min.css"" lost '%' and animation is crash.";2013-08-09T02:45:54Z;2013-08-15T21:11:12Z
96;MDU6SXNzdWUxODExOTQ2Nw==;{'totalCount': 17};Chrome Canary Support?;2013-08-15T18:31:33Z;2013-11-19T23:40:35Z
97;MDU6SXNzdWUxODEyOTE1OA==;{'totalCount': 22};Apologies, The Future, and More;2013-08-15T21:25:08Z;2013-11-19T23:49:26Z
99;MDU6SXNzdWUxODI4MDAyNg==;{'totalCount': 7};Opera 16, «tada» and «pulse» animation visual bug;2013-08-20T06:37:09Z;2013-11-19T23:48:42Z
100;MDU6SXNzdWUxODM4MjYyNA==;{'totalCount': 2};Add SemVer versioning / tagging for bower;2013-08-21T21:47:48Z;2013-11-09T01:01:51Z
101;MDU6SXNzdWUxODQyODY1MQ==;{'totalCount': 1};Remove wiggle from readme;2013-08-22T17:46:32Z;2013-08-22T20:52:45Z
102;MDU6SXNzdWUxODY4NjU1MA==;{'totalCount': 3};Animate.css + jquery;2013-08-28T18:27:49Z;2013-09-04T17:10:07Z
105;MDU6SXNzdWUxOTQ1OTc4MQ==;{'totalCount': 2};delay on scroll to page div;2013-09-13T15:38:19Z;2013-09-13T19:18:42Z
106;MDU6SXNzdWUxOTQ5NDM3MQ==;{'totalCount': 4};Firefox 23 - none or only bad animations;2013-09-14T10:18:28Z;2013-09-28T12:32:36Z
109;MDU6SXNzdWUyMTI3MjQzMg==;{'totalCount': 2};Important Typo in Fullpage.scss?;2013-10-20T02:05:40Z;2013-11-19T23:46:48Z
110;MDU6SXNzdWUyMTY0MjA1NA==;{'totalCount': 1};Image border only on iOS browsers?;2013-10-26T22:01:29Z;2013-11-19T23:42:52Z
111;MDU6SXNzdWUyMTY0NjYyMg==;{'totalCount': 6};Problem with some animations like bounceOutDown and bounceOutRight / WHITE SPACE;2013-10-27T04:05:30Z;2013-11-18T07:33:36Z
113;MDU6SXNzdWUyMjE5NTIxNA==;{'totalCount': 3};Vendor prefix-free please?;2013-11-06T13:52:24Z;2013-11-19T23:45:51Z
114;MDU6SXNzdWUyMjI5MzgzMg==;{'totalCount': 12};CPU Hogging with animate.css;2013-11-07T20:32:14Z;2013-11-08T16:40:41Z
117;MDU6SXNzdWUyMjcxOTQyOA==;{'totalCount': 3};onHover function in a class is not working in cyclic way;2013-11-15T08:27:50Z;2013-11-18T07:30:41Z
118;MDU6SXNzdWUyMjk5Nzc0OA==;{'totalCount': 1};The demo site is not working in latest Chrome;2013-11-20T15:23:05Z;2013-11-20T15:52:05Z
119;MDU6SXNzdWUyMzE2MjY5NA==;{'totalCount': 1};Webkit Issue;2013-11-22T19:40:29Z;2013-11-23T20:48:32Z
121;MDU6SXNzdWUyMzI5MjYyNg==;{'totalCount': 2};Sass + Compass?;2013-11-26T04:00:03Z;2013-11-26T23:33:37Z
122;MDU6SXNzdWUyMzQwOTg5Mg==;{'totalCount': 2};Documentation?;2013-11-27T19:27:04Z;2013-11-27T19:53:33Z
126;MDU6SXNzdWUyMzUwNDYwOA==;{'totalCount': 19};LESS version?;2013-11-29T18:16:28Z;2014-01-31T14:48:45Z
127;MDU6SXNzdWUyMzUxODEwMg==;{'totalCount': 1};End animation event;2013-11-30T09:57:26Z;2014-01-31T13:44:32Z
